run	lumisection	evt
321149	1172	1760896161
321149	1194	1794960570
321167	78	119546467
323727	591	1067860570
323702	294	514556763
323702	155	252492080
323727	396	727122186
324791	198	354239637
324841	915	1677838064
324785	230	298662222
324201	1038	1985248023
324201	1139	2159269921
325172	244	375425738
324841	516	963899168
324785	654	1146653383
324791	348	644146800
324846	30	45243531
324841	562	1051655318
324841	783	1445789984
325170	47	89004960
325101	477	884939936
325170	5	6746117
325117	518	862063514
325172	122	191300702
325170	787	1451981998
325170	1016	1901409326
325101	342	633682231
325170	417	776703324
325159	106	103881951
325170	517	962420632
323755	62	70824805
323755	366	627687836
323755	418	732512763
323778	616	1169949501
323778	662	1250342463
323778	576	1096762254
323790	85	77715040
323790	284	462575728
321414	1129	1896635044
321396	446	728353704
321396	454	742107831
321396	596	958605652
321414	477	818338540
321396	89	143590732
321396	127	208464945
321396	160	263380734
321396	1014	1580119638
321396	1254	1929778058
321414	109	162706079
321396	641	1028856675
321396	824	1296162122
321414	684	1173757842
321414	714	1227746526
321414	1009	1709597036
321414	901	1534452401
321396	1382	2125929155
321414	322	549225242
322492	421	725241962
323524	171	324612474
323526	428	605276521
324420	128	270277467
321305	960	1546226574
321305	969	1560496634
321305	817	1330116684
321305	1099	1754465556
321305	1071	1713835592
322348	337	597736721
323940	896	1636630938
323997	464	867584216
323940	610	1101419223
323976	72	91240100
320855	233	370579681
320855	22	34835251
321007	154	254734686
321712	193	369139551
321730	57	96483764
321732	5	5642293
321732	224	422308412
321732	994	1770251116
321735	68	109077466
321219	209	297425472
321218	60	32146871
321177	379	555336944
321177	372	543813006
321218	92	81876715
321218	533	765517885
321218	202	248968884
321218	314	420594577
321218	270	351636677
321218	556	800119554
321218	562	809190398
321218	671	989049411
321218	689	1017313590
321219	32	44896440
321219	890	1330195228
321219	669	985887813
324747	65	21532636
324747	735	1333771667
324747	274	413923087
324747	920	1681062064
324747	346	560216343
324765	218	431412272
324747	638	1152330824
324747	875	1588984993
324747	887	1614476814
325001	225	397820350
324765	302	591663669
325001	418	753839049
324769	200	305860418
324769	51	81655737
325001	513	942984390
320712	240	333522754
323488	770	1380897287
320757	354	506321029
320804	830	1242325528
320804	252	347987480
323488	455	815904839
321777	157	271065049
321773	64	110020321
321778	75	128130208
321777	19	15589605
321778	118	205905958
322179	563	974096787
321780	176	284564682
321780	186	302981782
321780	265	448261130
321781	162	301789309
321781	187	350417155
321781	254	476322557
322118	434	802693745
322204	237	439343572
322204	277	513222264
322179	716	1250951835
321817	63	115565475
324420	483	993987267
321909	823	1372639187
325022	1492	2144165050
325022	1496	2153562874
325099	86	161831840
325057	230	363131634
325099	147	284447399
325057	332	572217465
325057	46	23830699
325057	250	404343795
325099	280	563991181
321917	696	1270489642
321917	285	518478803
322068	466	789293711
321909	198	340846729
321909	281	481222649
321933	165	233503129
321909	239	410360281
321909	311	531251737
321917	152	266131279
321909	935	1583499499
321909	942	1597211804
321909	1076	1833073035
321909	1500	2479103062
321909	1509	2491635537
321909	1563	2561981776
321917	803	1453922435
320757	65	32292168
324318	167	343660437
324201	56	76383087
324201	292	555939863
324201	330	635295807
324201	332	639774375
324201	611	1193873323
324201	681	1327367346
324201	794	1529288851
322322	656	1201625477
322322	802	1459265710
322322	529	985692683
322322	675	1232494461
322322	712	1294029505
322322	725	1313769537
322322	993	1793189007
322322	993	1792764196
322356	606	1125443380
323727	915	1638410393
321140	742	1041656328
321149	1674	2509765573
321149	1689	2532638787
323702	807	1350185604
323727	606	1096217874
321887	268	395444462
321961	17	32781387
321908	238	345249714
321887	398	623599407
321887	364	564625580
321887	537	877146152
321961	77	143233050
321961	176	320523779
321908	285	435343415
322068	323	522871374
322068	297	473682942
321917	606	1110010708
321917	611	1118857087
322106	199	307477000
322204	481	875872601
322204	482	878843776
322319	156	273000423
322204	829	1475382505
322204	1050	1863612850
322332	661	1166536438
322222	171	335019206
320804	262	365188999
323525	241	413014477
320804	420	624755856
320804	752	1131366701
320804	771	1158056051
320804	799	1195706826
321475	1904	2942267342
321475	1962	3015464918
323493	31	62639966
323488	757	1360337243
323525	226	388219969
323525	517	894954396
321831	618	1094458330
324077	631	1136361447
324077	641	1156658797
321833	63	117446945
321832	11	17305004
321832	367	619655413
321833	354	647981852
322407	110	130646738
322381	191	284744091
324077	579	1033363216
322381	289	472806119
324077	414	712565617
322381	418	719031250
322430	500	867423810
324077	79	65816212
322407	175	252737085
322407	179	260812109
322430	714	1253975977
324077	145	192372963
320809	617	877456682
320804	966	1458770125
320809	241	381938391
320809	256	402931402
323940	941	1713425124
320804	1060	1599131398
320822	394	651338096
320804	1174	1765745987
323940	103	120511622
323940	104	123412921
323940	1017	1862059605
323940	1042	1909868440
320824	356	565754378
323983	30	59961559
323940	233	366212161
320824	194	295032346
320809	400	604554948
320821	59	33090849
323997	20	35914723
320823	29	41763784
323997	247	460340446
323997	272	503909290
320822	300	499834463
320822	344	572070391
322022	76	70455713
323696	43	84189503
323725	266	473674992
323696	122	235869930
324021	148	204560071
324980	136	188730161
322356	53	103382966
321393	30	50854989
322348	66	70684518
322348	606	1106100860
322356	287	550877018
323473	102	192008663
320673	199	127441377
320673	296	193270589
323755	257	416825324
323755	882	1608626376
323755	757	1385989634
323755	933	1693292168
323775	101	115164672
323778	229	445662436
323790	146	185527535
325022	796	1241456451
325022	1230	1754100181
325022	515	831358209
324791	503	915002299
324998	106	210386489
324791	868	1601486075
324791	1200	2138211076
324999	4	6293436
324878	646	1174466308
324878	864	1576443589
324878	894	1632361924
324878	900	1644788445
324980	1046	1940561396
324980	1671	3074814840
324980	1825	3335317072
324980	2228	3925551619
324980	494	908694067
324980	683	1279765444
324980	662	1237710941
324980	956	1766325380
324980	1273	2344025288
324980	2044	3670000113
325001	64	116176905
324998	17	31883564
324998	335	674840017
322204	1061	1880705717
322324	74	133734744
322322	362	683117196
322322	403	755617527
322332	303	503878716
322332	314	525951899
322324	308	530758445
324201	413	806356977
322319	101	171324117
322319	131	225272882
322332	395	674987443
322319	48	67707654
322319	49	70641385
322319	49	68850628
322332	342	576814353
322332	559	983546146
322605	19	34645430
322599	165	249421337
322625	515	906642825
322599	269	447842591
322605	269	513205999
322605	277	528847769
322633	117	192153380
322625	55	36500785
322625	56	38586981
322625	63	48048267
322625	1023	1800203661
320824	809	1204489124
320840	102	167328864
320838	206	281996180
320857	3	3827005
320853	323	477228810
320856	19	28199910
320856	21	31731530
320857	231	334715117
320840	298	494792345
321012	3	3170975
320855	81	126985692
320853	89	87969881
321007	34	57497843
321006	126	227992773
320853	170	215928538
320853	171	217132970
320853	242	338956187
320854	18	27851498
323727	907	1621391054
321167	447	702525742
321167	727	1136016887
321140	407	602232605
321149	1578	2356248689
323727	826	1487317109
321140	575	828474482
321167	62	95191667
321167	225	350883990
321167	239	373097033
324970	668	1229908414
324293	1025	1906271589
324970	904	1676564678
